Product Name,Stock Status,Categories,MRP (Price),Tile Image URL,Ambience Image URL,PDP URL,Colour,Finish,Material,Collection,Design,Plant,Size
Green Gloss 3D Tri Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Green Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Green Kitchen Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,9999,https://images.orientbell.com/media/catalog/product/g/r/green20gloss203d20tri20herringbone_r8mmaoapocyzxpsd.jpg,,https://server.orientbell.com/green-gloss-3d-tri-herringbone.html,Green,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,282x315 mm
Matte Black Tri Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/m/a/matte20black20tri20herringbone_ikrs9ldzkkx5r62t.jpg,,https://server.orientbell.com/matte-black-tri-herringbone.html,Black,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,282x315 mm
Matte White Tri Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,6060,https://images.orientbell.com/media/catalog/product/m/a/matte20white20tri20herringbone_9bd6ituusaospeio.jpg,,https://server.orientbell.com/matte-white-tri-herringbone.html,White,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,282x315 mm
Turquoise Gloss Tri Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/t/u/turquoise20gloss20tri20herringbone_s9ayqwthodhrezxh.jpg,,https://server.orientbell.com/turquoise-gloss-tri-herringbone.html,Aqua,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,282x315 mm
Turquoise Gloss 3by6 Brick,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/t/u/turquoise20gloss203by620brick_6qy4spnxu9wzxxoz.jpg,https://images.orientbell.com/media/catalog/product/t/u/turquoise_gloss_3by6_brick.jpg,https://server.orientbell.com/turquoise-gloss-3by6-brick.html,Aqua,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x290 mm
Indigo Gloss 3by6 Brick,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Blue Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Blue Bathroom Tiles Design | Blue Kitchen Tiles | Blue Bathroom Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/i/n/indigo20gloss203by620brick_vwftgfuonmsl4d72.jpg,,https://server.orientbell.com/indigo-gloss-3by6-brick.html,Blue,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x290 mm
Olive Green Gloss 3by6 Brick,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Green Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Green Kitchen Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/o/l/olive20green20gloss203by620brick_szdbx4pnalel24pv.jpg,,https://server.orientbell.com/olive-green-gloss-3by6-brick.html,Green,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x290 mm
Pista Gloss 3by6 Brick,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Green Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Green Kitchen Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/p/i/pista20gloss203by620brick_oi8edwam1utoqo7o.jpg,,https://server.orientbell.com/pista-gloss-3by6-brick.html,Green,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x290 mm
Black Gloss Stacked Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,9999,https://images.orientbell.com/media/catalog/product/b/l/black20gloss20duo20brick20bone_vixsjxql3umsndva.jpg,,https://server.orientbell.com/black-gloss-stacked-herringbone.html,Black,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,269x275 mm
White Gloss Stacked Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/w/h/white_gloss_stacked_herringbone_1.jpg,https://images.orientbell.com/media/catalog/product/w/h/white_gloss_stacked_herringbone.jpg,https://server.orientbell.com/white-gloss-stacked-herringbone.html,White,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,269x275 mm
Matte Black Stacked Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,9999,https://images.orientbell.com/media/catalog/product/i/v/ivory20gloss20duo20brick20bone_fp0vnammsx7oraol.jpg,,https://server.orientbell.com/matte-black-stacked-herringbone.html,Black,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,269x275 mm
Matte White Stacked Herringbone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/m/a/matte20black20duo20brick20bone_ckvpljkov8r5b2co.jpg,,https://server.orientbell.com/matte-white-stacked-herringbone.html,White,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,269x275 mm
White Gloss Tri Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/m/a/matte20white20duo20brick20bone_7og1ctup7wcfjmye.jpg,,https://server.orientbell.com/white-gloss-tri-brick-bone.html,White,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,286x292 mm
Black Gloss Tri Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/n/a/navy20blue20gloss20duo20brick20bone_r50hwwxbsvwtatvg.jpg,,https://server.orientbell.com/black-gloss-tri-brick-bone.html,Black,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,286x292 mm
Matte Black Tri Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/o/l/olive20green20gloss20duo20brick20bone_rmectaiy48thqkkb.jpg,,https://server.orientbell.com/matte-black-tri-brick-bone.html,Black,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,286x292 mm
Matte White Tri Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/w/h/white20gloss20duo20brick20bone_lwcwpgfq5tk2z0oy.jpg,https://images.orientbell.com/media/catalog/product/m/a/matte_white_tri_brick_bone.jpg,https://server.orientbell.com/matte-white-tri-brick-bone.html,White,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,286x292 mm
White Gloss Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/w/h/white20gloss20duo20brick20bone_lwcwpgfq5tk2z0oy.jpg,,https://server.orientbell.com/white-gloss-duo-brick-bone.html,White,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
Black Gloss Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/b/l/black20gloss20duo20brick20bone_slpr7ysycslryunr.jpg,,https://server.orientbell.com/black-gloss-duo-brick-bone.html,Black,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
Navy Blue Gloss Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Blue Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Blue Bathroom Tiles Design | Blue Kitchen Tiles | Blue Bathroom Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/n/a/navy20blue20gloss20duo20brick20bone_r50hwwxbsvwtatvg.jpg,,https://server.orientbell.com/navy-blue-gloss-duo-brick-bone.html,Blue,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
Green Gloss 3D Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Green Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Green Kitchen Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/g/r/green20gloss203d20duo20brick20bone_wjwsltvfb17yjh5c.jpg,,https://server.orientbell.com/green-gloss-3d-duo-brick-bone.html,Green,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
Matte Black Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/m/a/matte20black20duo20brick20bone_ararrgi2wsgpifpl.jpg,,https://server.orientbell.com/matte-black-duo-brick-bone.html,Black,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
Matte White Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Matte Finish Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/m/a/matte20white20duo20brick20bone_7og1ctup7wcfjmye.jpg,,https://server.orientbell.com/matte-white-duo-brick-bone.html,White,Matte Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
Ivory Gloss Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Ivory Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/i/v/ivory20gloss20duo20brick20bone_aaljmpgtfiahim4u.jpg,,https://server.orientbell.com/ivory-gloss-duo-brick-bone.html,Ivory,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
Olive Green Gloss Duo Brick Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Green Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Green Kitchen Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,7575,https://images.orientbell.com/media/catalog/product/o/l/olive20green20gloss20duo20brick20bone_rmectaiy48thqkkb.jpg,https://images.orientbell.com/media/catalog/product/o/l/olive_green_gloss_duo_brick_bone.jpg,https://server.orientbell.com/olive-green-gloss-duo-brick-bone.html,Green,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x295 mm
White Gloss 3D Stacked Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,22725,https://images.orientbell.com/media/catalog/product/w/h/white20gloss203d20stacked20bone_alrtztspn11reglb.jpg,,https://server.orientbell.com/white-gloss-3d-stacked-bone.html,White,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x300 mm
White Gloss Stacked Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | White Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | Root Category | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | White Kitchen Tiles | White Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,17877,https://images.orientbell.com/media/catalog/product/w/h/white20gloss20stacked20bone_kjbtry6dw4ilre63.jpg,,https://server.orientbell.com/white-gloss-stacked-bone.html,White,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x300 mm
Black Gloss Stacked Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Black Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Black Kitchen Tiles | Black Bathroom Tiles | Bedroom Wall Tiles | Black & White Tile | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,18180,https://images.orientbell.com/media/catalog/product/b/l/black20gloss20stacked20bone_yo9b6yhsyxfbrflp.jpg,,https://server.orientbell.com/black-gloss-stacked-bone.html,Black,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x300 mm
Mushroom Gloss 3D Stacked Bone,In Stock,Kitchen Wall Tiles | Bathroom Wall Tiles | Wooden Wall Tiles | wall | Bathroom Tiles | Kitchen Tiles | Dining Room Tiles | Restaurant Tiles | Plain Tiles | Ceramic Tiles | Beige Tiles | Glossy Tiles | Floor Tiles | Floor | Floor | 80x160 DC | Bathroom Wall Tiles | Wall Tiles | Beige Kitchen Tiles | Bedroom Wall Tiles | Morbi Tiles | Elevation Tiles | Wall | Wall | Wall | Subway Tiles | Outdoor Wall Tiles | Athangudi Tiles | Kitchen Wall Tiles | Mosaic Tiles  | Bedroom Tiles | Granalt Tiles - 800X2400 | Tile Collection | Tiles | Kitchen Countertop ,18180,https://images.orientbell.com/media/catalog/product/m/u/mushroom20gloss203d20stacked20bone_btqupdfo8ibnfmnw.jpg,https://images.orientbell.com/media/catalog/product/m/u/mushroom_gloss_3d_stacked_bone.jpg,https://server.orientbell.com/mushroom-gloss-3d-stacked-bone.html,Beige,Glossy Finish,Ceramic,Europa Mosaic,Plain,West Zone,285x300 mm
